group,feature,boundary,auc,sep,worst_fam_sep
WPE,wpe_9,animal_multi_vs_single,0.452706857314395,0.547293142685605,0.5230480092278897
AR,ar_2,animal_multi_vs_single,0.5444024421973385,0.5444024421973385,0.5109389434187489
AR,ar_1,animal_multi_vs_single,0.4585206966658682,0.5414793033341319,0.522749503411784
ENG,line_stability,animal_multi_vs_single,0.4600295427787076,0.5399704572212924,0.5017570966583472
CAD,cad_freq,animal_multi_vs_single,0.4603493887864897,0.5396506112135103,0.5053923656464043
WPE,wpe_13,animal_multi_vs_single,0.4633970998100383,0.5366029001899617,0.5011418288960275
WPE,wpe_12,animal_multi_vs_single,0.4635176662911467,0.5364823337088533,0.5005622961707392
CAD,cad_harm2,animal_multi_vs_single,0.4637290023073264,0.5362709976926736,0.5077247824718611
AR,ar_3,animal_multi_vs_single,0.4664228740072972,0.5335771259927028,0.5019721906201398
WPE,wpe_11,animal_multi_vs_single,0.4742132923812883,0.5257867076187117,0.5189600205874674
LEGACY,event_count,animal_multi_vs_single,0.5251406050812274,0.5251406050812274,0.5024723637585338
LEGACY,zcr,animal_multi_vs_single,0.5224414735573957,0.5224414735573957,0.5019221617966596
LEGACY,spectral_centroid,animal_multi_vs_single,0.4777789693163158,0.5222210306836842,0.5261290694571522
WPE,wpe_15,animal_multi_vs_single,0.4780336388293125,0.5219663611706875,0.5022529676811035
CEP,lfcc_7,animal_multi_vs_single,0.5190873043780677,0.5190873043780677,0.5011023168513441
WPE,wpe_10,animal_multi_vs_single,0.4811826704190081,0.5188173295809919,0.5117148750263275
AR,ar_7,animal_multi_vs_single,0.4813074989163928,0.5186925010836072,0.5003945202736866
CAD,cad_harm4,animal_multi_vs_single,0.5184763695885106,0.5184763695885106,0.5034224496839055
CEP,mfcc_4,animal_multi_vs_single,0.4836884398426275,0.5163115601573725,0.5025765576092794
WPE,wpe_14,animal_multi_vs_single,0.4841563928073729,0.5158436071926271,0.5010028209061175
AR,ar_4,animal_multi_vs_single,0.4848761576846961,0.515123842315304,0.5052716140734526
LEGACY,spectral_flatness,animal_multi_vs_single,0.4871831547317498,0.5128168452682502,0.502771810330505
CEP,mfcc_8,animal_multi_vs_single,0.4878221014000183,0.5121778985999816,0.5022411597944039
AR,ar_5,animal_multi_vs_single,0.5115636095504712,0.5115636095504712,0.5003863732154257
CEP,lfcc_5,animal_multi_vs_single,0.4895557525934841,0.5104442474065158,0.5008858369344492
WX,rain_impulse_rate,animal_multi_vs_single,0.4902442689398515,0.5097557310601485,0.5003939681107494
PHYS,frac_wind_1_5,animal_multi_vs_single,0.4906025268543428,0.5093974731456572,0.5050424221435411
CEP,lfcc_2,animal_multi_vs_single,0.5093962454268516,0.5093962454268516,0.5003436980967928
CEP,lfcc_6,animal_multi_vs_single,0.508859483745696,0.508859483745696,0.5006638236696178
ENG,hop_band_frac,animal_multi_vs_single,0.4912291922425529,0.5087708077574471,0.5005659298129621
AR,ar_8,animal_multi_vs_single,0.5084974716017212,0.5084974716017212,0.5003212659605192
CEP,lfcc_3,animal_multi_vs_single,0.507864198582104,0.507864198582104,0.507245627470092
LEGACY,dominant_freq,animal_multi_vs_single,0.5077596380216832,0.5077596380216832,0.5002273132742059
WPE,wpe_1,animal_multi_vs_single,0.4923616466105329,0.5076383533894671,0.5016147445287008
CEP,lfcc_8,animal_multi_vs_single,0.5074293876741192,0.5074293876741192,0.5017574348884695
PHYS,frac_foot_20_90,animal_multi_vs_single,0.4929233689588624,0.5070766310411376,0.5013250119333599
AR,ar_6,animal_multi_vs_single,0.5064776024404012,0.5064776024404012,0.5059086550343412
LEGACY,centroid_human_band,animal_multi_vs_single,0.4938911052201543,0.5061088947798458,0.5013824511069619
CEP,mfcc_2,animal_multi_vs_single,0.4939072854542908,0.5060927145457093,0.5015530242730477
LEGACY,centroid_car_band,animal_multi_vs_single,0.4941716448084033,0.5058283551915967,0.5005731292400867
CEP,mfcc_3,animal_multi_vs_single,0.5056888285016431,0.5056888285016431,0.5014135955072434
PHYS,frac_veh_5_25,animal_multi_vs_single,0.4948481781174033,0.5051518218825968,0.50127029558457
WPE,wpe_2,animal_multi_vs_single,0.5051188374744543,0.5051188374744543,0.5004262010347091
WPE,wpe_7,animal_multi_vs_single,0.5051028441175307,0.5051028441175307,0.5001646255447811
WPE,wpe_3,animal_multi_vs_single,0.4950236896463184,0.5049763103536816,0.5000176809477159
CEP,mfcc_6,animal_multi_vs_single,0.4951287678360911,0.5048712321639088,0.5041973523166797
WPE,wpe_6,animal_multi_vs_single,0.5043485897497546,0.5043485897497546,0.5003408034814476
CEP,mfcc_5,animal_multi_vs_single,0.5042037868928507,0.5042037868928507,0.5002325754193688
LEGACY,skewness,animal_multi_vs_single,0.5039551338459365,0.5039551338459365,0.5008645695487837
PHYS,frac_high_90_180,animal_multi_vs_single,0.503861036599086,0.503861036599086,0.5005065525997333
LEGACY,sta_lta_ratio,animal_multi_vs_single,0.5030614449149252,0.5030614449149252,0.5073404400842264
LEGACY,autocorr_250,animal_multi_vs_single,0.4970444559465042,0.5029555440534959,0.5021717211569654
CEP,mfcc_1,animal_multi_vs_single,0.5025985686308373,0.5025985686308373,0.5054746922851532
LEGACY,spectral_rolloff,animal_multi_vs_single,0.5025345898105809,0.5025345898105809,0.5021028227381661
WPE,wpe_5,animal_multi_vs_single,0.4974942360822321,0.5025057639177679,0.5007221949810806
ENG,comb_f0,animal_multi_vs_single,0.501855407160565,0.501855407160565,0.5006568805676184
CEP,lfcc_4,animal_multi_vs_single,0.4984062299804333,0.5015937700195667,0.5007516750234751
NL,higuchi_fd,animal_multi_vs_single,0.4984472127731717,0.5015527872268283,0.5004463082596521
WPE,wpe_4,animal_multi_vs_single,0.4986333224908947,0.5013666775091052,0.5031879319588088
PHYS,ratio_veh_foot,animal_multi_vs_single,0.4986691072385992,0.5013308927614009,0.5014444194639903
CEP,lfcc_1,animal_multi_vs_single,0.4988339071717582,0.5011660928282418,0.5053154500293768
LEGACY,autocorr_500,animal_multi_vs_single,0.4993322613735437,0.5006677386264563,0.5012147780755974
WPE,wpe_0,animal_multi_vs_single,0.5005687644526036,0.5005687644526036,0.5005488183339992
LEGACY,ratio_car_human,animal_multi_vs_single,0.5002881850908077,0.5002881850908077,0.5005146109921836
LEGACY,ratio_human_car,animal_multi_vs_single,0.4997118149545079,0.5002881850454921,0.5005146136565739
PHYS,centroid_foot_band,animal_multi_vs_single,0.4998070591064978,0.5001929408935022,0.501306969231771
CEP,mfcc_7,animal_multi_vs_single,0.5001483499168259,0.5001483499168259,0.5035011983251233
LEGACY,energy_car_peak,animal_vs_nothing,0.9593822912583332,0.9593822912583332,0.8876736264548755
LEGACY,energy_car_approach,animal_vs_nothing,0.9571083404125,0.9571083404125,0.8457072613236264
LEGACY,spectral_centroid,animal_vs_nothing,0.0537498752472222,0.9462501247527778,0.8418243369829862
LEGACY,energy_low_freq,animal_vs_nothing,0.9437285604819444,0.9437285604819444,0.8104950946761603
LEGACY,energy_car_tail,animal_vs_nothing,0.9413881460819444,0.9413881460819444,0.8089034780003249
WPE,wpe_8,animal_vs_nothing,0.0633575233555555,0.9366424766444446,0.7809040129834532
WPE,wpe_9,animal_vs_nothing,0.0668407248152777,0.9331592751847223,0.7847917267373563
WPE,wpe_11,animal_vs_nothing,0.0682664534861111,0.931733546513889,0.7773333088318712
LEGACY,peak_to_peak,animal_vs_nothing,0.931090055725,0.931090055725,0.8061599244532225
LEGACY,rms_total,animal_vs_nothing,0.9289189997347224,0.9289189997347224,0.7596484048344287
PHYS,log_rms,animal_vs_nothing,0.9289189997319444,0.9289189997319444,0.7596484037862314
LEGACY,variance,animal_vs_nothing,0.9289188381986112,0.9289188381986112,0.759649160734421
LEGACY,spectral_flatness,animal_vs_nothing,0.0728615234222222,0.9271384765777778,0.7354634224653708
AR,ar_1,animal_vs_nothing,0.0742706169319444,0.9257293830680556,0.7623976736895017
CAD,env_cv,animal_vs_nothing,0.9236666407111112,0.9236666407111112,0.781365179966952
ENG,beat_depth,animal_vs_nothing,0.9225146996930556,0.9225146996930556,0.7875289398918003
WPE,wpe_12,animal_vs_nothing,0.0776464919444444,0.9223535080555556,0.6826457406750883
WPE,wpe_10,animal_vs_nothing,0.0802148913819444,0.9197851086180556,0.756038205956446
WPE,wpe_13,animal_vs_nothing,0.0824032983347222,0.9175967016652777,0.6949401264134563
LEGACY,energy_human_peak,animal_vs_nothing,0.9167319145555556,0.9167319145555556,0.733106961106459
LEGACY,energy_mid_gap,animal_vs_nothing,0.9158229411125,0.9158229411125,0.7342407314669566
LEGACY,spectral_bandwidth,animal_vs_nothing,0.0910645762638888,0.9089354237361111,0.7517727600205647
LEGACY,mean_burst_len,animal_vs_nothing,0.9056676027,0.9056676027,0.7472176730359782
WPE,wpe_15,animal_vs_nothing,0.0951488144888888,0.9048511855111112,0.70809030504688
WPE,wpe_4,animal_vs_nothing,0.0959912620486111,0.9040087379513889,0.6076462908588744
WPE,wpe_14,animal_vs_nothing,0.1025500011652777,0.8974499988347223,0.688926745662265
CAD,env_ac_strength,animal_vs_nothing,0.8925174761861111,0.8925174761861111,0.7674160890334675
LEGACY,spectral_rolloff,animal_vs_nothing,0.1107153284875,0.8892846715125,0.7542169775313172
LEGACY,energy_human_tail,animal_vs_nothing,0.8860268029736111,0.8860268029736111,0.6855804685749198
ENG,n_lines,animal_vs_nothing,0.8761391420625,0.8761391420625,0.6813405252011172
LEGACY,zcr,animal_vs_nothing,0.1285525533569444,0.8714474466430556,0.593563864718138
CAD,env_entropy,animal_vs_nothing,0.1381245637611111,0.861875436238889,0.7166333263981908
CEP,mfcc_4,animal_vs_nothing,0.1397861806944444,0.8602138193055556,0.5471619461306517
WX,rain_impulse_rate,animal_vs_nothing,0.8469130950444445,0.8469130950444445,0.7269452219313296
NL,higuchi_fd,animal_vs_nothing,0.1610896516125,0.8389103483875,0.5284789690090012
LEGACY,event_count,animal_vs_nothing,0.1643039136152777,0.8356960863847223,0.6067322278302235
WX,highband_kurtosis,animal_vs_nothing,0.8284021601013889,0.8284021601013889,0.5937017842803816
AR,ar_2,animal_vs_nothing,0.8279658881208334,0.8279658881208334,0.5139661163831569
WPE,wpe_5,animal_vs_nothing,0.1735886898472222,0.8264113101527778,0.5381267693330756
CAD,cad_salience,animal_vs_nothing,0.8262569308222222,0.8262569308222222,0.7458345183256846
LEGACY,sta_lta_ratio,animal_vs_nothing,0.8249178097625,0.8249178097625,0.710676910058833
LEGACY,activity_concentration,animal_vs_nothing,0.8121668304263889,0.8121668304263889,0.5206963750088685
CEP,lfcc_3,animal_vs_nothing,0.8117130547680556,0.8117130547680556,0.5342957994742261
LEGACY,energy_high_freq,animal_vs_nothing,0.8000757474611111,0.8000757474611111,0.5101174618294907
CEP,mfcc_8,animal_vs_nothing,0.2012764051583333,0.7987235948416667,0.6103725031337102
ENG,line_mains,animal_vs_nothing,0.2155300523083333,0.7844699476916667,0.6381773699990314
LEGACY,burst_efficiency,animal_vs_nothing,0.7798364659027778,0.7798364659027778,0.5074749067359281
LEGACY,kurtosis,animal_vs_nothing,0.7777693396236111,0.7777693396236111,0.5411419538126657
CEP,mfcc_1,animal_vs_nothing,0.7772781665263889,0.7772781665263889,0.5255342317710248
ENG,line_stability,animal_vs_nothing,0.7725208754097223,0.7725208754097223,0.6126150533769313
PHYS,frac_foot_20_90,animal_vs_nothing,0.7653905032875,0.7653905032875,0.5377190372066579
CAD,gust_mod,animal_vs_nothing,0.251021716725,0.748978283275,0.5361520733497369
CEP,lfcc_4,animal_vs_nothing,0.2567091903138889,0.743290809686111,0.5119755469725031
LEGACY,centroid_human_band,animal_vs_nothing,0.2606091088875,0.7393908911125,0.5578951213159745
ENG,tonality_max,animal_vs_nothing,0.2690397521152777,0.7309602478847224,0.592030019424131
PHYS,frac_wind_1_5,animal_vs_nothing,0.2705218029722222,0.7294781970277777,0.5312978076891834
WPE,wpe_7,animal_vs_nothing,0.277443534,0.722556466,0.5196124483475351
ENG,comb_salience,animal_vs_nothing,0.7142099926416666,0.7142099926416666,0.6319694715519502
CEP,mfcc_7,animal_vs_nothing,0.2866180105402778,0.7133819894597222,0.5486179063090885
CEP,lfcc_2,animal_vs_nothing,0.2879416207138889,0.712058379286111,0.5125090683414324
LEGACY,spectral_entropy,animal_vs_nothing,0.2990910723347222,0.7009089276652778,0.5062334041018646
LEGACY,temporal_entropy,animal_vs_nothing,0.3001423172847222,0.6998576827152778,0.5486988067542558
WPE,wpe_2,animal_vs_nothing,0.3166598006208333,0.6833401993791667,0.558821727319083
CAD,mod_peak_count,animal_vs_nothing,0.68251972305,0.68251972305,0.6094946974816262
WPE,wpe_6,animal_vs_nothing,0.3175107507902778,0.6824892492097222,0.5277836743232533
CAD,cad_harm4,animal_vs_nothing,0.3175992310555555,0.6824007689444445,0.560716291198083
PHYS,frac_high_90_180,animal_vs_nothing,0.3226837321611111,0.6773162678388889,0.5498908534317034
ENG,hop_band_frac,animal_vs_nothing,0.3236848805152778,0.6763151194847222,0.5444924909923463
WPE,wpe_1,animal_vs_nothing,0.6702614778958333,0.6702614778958333,0.5056493926362028
CAD,cad_freq,animal_vs_nothing,0.6678866230333333,0.6678866230333333,0.5792656369878103
LEGACY,centroid_car_band,animal_vs_nothing,0.3400818858930555,0.6599181141069446,0.5126618998683246
CEP,mfcc_3,animal_vs_nothing,0.3505540108541666,0.6494459891458334,0.527103825662827
LEGACY,autocorr_250,animal_vs_nothing,0.6455206827694444,0.6455206827694444,0.5674313560843605
CAD,iii_mean,animal_vs_nothing,0.6411767928916666,0.6411767928916666,0.5480872939227872
WPE,wpe_3,animal_vs_nothing,0.6395498600236111,0.6395498600236111,0.5020403075076645
CEP,lfcc_1,animal_vs_nothing,0.3638925045861111,0.6361074954138889,0.5716910779242135
CEP,mfcc_2,animal_vs_nothing,0.3676541602597222,0.6323458397402778,0.5351603269990894
AR,ar_7,animal_vs_nothing,0.3716329319055556,0.6283670680944444,0.5587213523242818
PHYS,ratio_veh_foot,animal_vs_nothing,0.3946974536291666,0.6053025463708335,0.5466896704986447
CEP,lfcc_5,animal_vs_nothing,0.3996898377472222,0.6003101622527778,0.5280683213729092
AR,ar_4,animal_vs_nothing,0.4009406927027777,0.5990593072972223,0.5097914791119469
CAD,iii_cv,animal_vs_nothing,0.5978951317819444,0.5978951317819444,0.5467983991131801
CEP,mfcc_6,animal_vs_nothing,0.4027037517638889,0.597296248236111,0.5549300013819198
AR,ar_3,animal_vs_nothing,0.5912819512638889,0.5912819512638889,0.5638772418116011
CEP,lfcc_6,animal_vs_nothing,0.4208584643083333,0.5791415356916667,0.5064394681357586
LEGACY,autocorr_500,animal_vs_nothing,0.4490743179444444,0.5509256820555556,0.533512694912718
PHYS,frac_veh_5_25,animal_vs_nothing,0.4604469968652778,0.5395530031347222,0.5054745729585606
CAD,footfall_rate,animal_vs_nothing,0.4608283439152777,0.5391716560847223,0.5121344029913971
CEP,mfcc_5,animal_vs_nothing,0.5379580390430555,0.5379580390430555,0.5310992398189409
PHYS,centroid_foot_band,animal_vs_nothing,0.4738577526305556,0.5261422473694444,0.5589382824197787
CEP,lfcc_7,animal_vs_nothing,0.5258458333041667,0.5258458333041667,0.5014823407565837
AR,ar_8,animal_vs_nothing,0.4785335278291667,0.5214664721708333,0.5169338922497886
ENG,comb_f0,animal_vs_nothing,0.5206065214777778,0.5206065214777778,0.505536984438367
LEGACY,skewness,animal_vs_nothing,0.4868038110416666,0.5131961889583334,0.5133950526460799
CEP,lfcc_8,animal_vs_nothing,0.5129967201666666,0.5129967201666666,0.5000060639511857
CAD,cad_harm2,animal_vs_nothing,0.5112215524111111,0.5112215524111111,0.5065819864614193
LEGACY,ratio_car_human,animal_vs_nothing,0.5106844099319444,0.5106844099319444,0.5490094167172441
LEGACY,ratio_human_car,animal_vs_nothing,0.4893155901361111,0.510684409863889,0.549009419185722
WPE,wpe_0,animal_vs_nothing,0.5089948881597223,0.5089948881597223,0.5229213175078101
AR,ar_6,animal_vs_nothing,0.5037088315930556,0.5037088315930556,0.5121480958279099
LEGACY,dominant_freq,animal_vs_nothing,0.4972878624861111,0.5027121375138889,0.5284212212683987
AR,ar_5,animal_vs_nothing,0.5005060649694445,0.5005060649694445,0.5137929875728119
CAD,env_ac_strength,animal_vs_vehicle,0.9042674460851848,0.9042674460851848,0.7469286944659461
CAD,env_cv,animal_vs_vehicle,0.8750202016032403,0.8750202016032403,0.5105421809502448
CAD,gust_mod,animal_vs_vehicle,0.1355895648276198,0.8644104351723803,0.7152848092637206
CAD,env_entropy,animal_vs_vehicle,0.1383589482275733,0.8616410517724267,0.6891426034090136
ENG,beat_depth,animal_vs_vehicle,0.8585449218052182,0.8585449218052182,0.7351168200653314
WX,highband_kurtosis,animal_vs_vehicle,0.8374764452995989,0.8374764452995989,0.6774723379912833
LEGACY,activity_concentration,animal_vs_vehicle,0.828651958159158,0.828651958159158,0.5497533964920506
LEGACY,kurtosis,animal_vs_vehicle,0.8091695959787408,0.8091695959787408,0.5648000561868778
LEGACY,burst_efficiency,animal_vs_vehicle,0.7915375176114177,0.7915375176114177,0.5009737501763699
ENG,n_lines,animal_vs_vehicle,0.7834741338467746,0.7834741338467746,0.60699316993142
ENG,hop_band_frac,animal_vs_vehicle,0.2169800794125925,0.7830199205874075,0.6994288043191343
CEP,mfcc_4,animal_vs_vehicle,0.2234067963667845,0.7765932036332155,0.6466656256261195
ENG,tonality_max,animal_vs_vehicle,0.2314336514782349,0.7685663485217651,0.6083282139867685
LEGACY,temporal_entropy,animal_vs_vehicle,0.2394082965484758,0.7605917034515242,0.5007545683762041
CAD,cad_salience,animal_vs_vehicle,0.7549358086503345,0.7549358086503345,0.6709028479929017
CEP,lfcc_5,animal_vs_vehicle,0.2488921138276207,0.7511078861723793,0.5798594337023399
CEP,lfcc_4,animal_vs_vehicle,0.2701190813109831,0.7298809186890169,0.5985897734725777
CEP,lfcc_2,animal_vs_vehicle,0.7213563144535624,0.7213563144535624,0.5784590256727976
PHYS,frac_veh_5_25,animal_vs_vehicle,0.2983319750494749,0.7016680249505252,0.6272787202151634
PHYS,ratio_veh_foot,animal_vs_vehicle,0.2989659042256074,0.7010340957743926,0.6298209239722351
CAD,cad_freq,animal_vs_vehicle,0.6900821567538175,0.6900821567538175,0.5674474799262424
CEP,mfcc_2,animal_vs_vehicle,0.3231443452317152,0.6768556547682848,0.5082332890511212
WPE,wpe_0,animal_vs_vehicle,0.3241680461086261,0.675831953891374,0.5903070345857063
CAD,iii_mean,animal_vs_vehicle,0.6741399002854775,0.6741399002854775,0.5022983869947738
LEGACY,sta_lta_ratio,animal_vs_vehicle,0.6721427324994707,0.6721427324994707,0.505735885222297
LEGACY,spectral_bandwidth,animal_vs_vehicle,0.3343241647125051,0.665675835287495,0.5567397655285604
WX,rain_impulse_rate,animal_vs_vehicle,0.6588040975215916,0.6588040975215916,0.5561816885066252
LEGACY,peak_to_peak,animal_vs_vehicle,0.6580239337990207,0.6580239337990207,0.5790200559082346
LEGACY,energy_human_peak,animal_vs_vehicle,0.6575574950699359,0.6575574950699359,0.5314693854211519
AR,ar_2,animal_vs_vehicle,0.655541030237436,0.655541030237436,0.5319728096572492
LEGACY,energy_human_tail,animal_vs_vehicle,0.650885270088214,0.650885270088214,0.5414544686313044
ENG,comb_salience,animal_vs_vehicle,0.3496687683466791,0.650331231653321,0.5093012535628826
AR,ar_1,animal_vs_vehicle,0.3545394878528274,0.6454605121471726,0.5470497192257312
CAD,footfall_rate,animal_vs_vehicle,0.6389099382423962,0.6389099382423962,0.545362608118879
LEGACY,energy_mid_gap,animal_vs_vehicle,0.6376453268700041,0.6376453268700041,0.5141501006542128
PHYS,log_rms,animal_vs_vehicle,0.6354830919148692,0.6354830919148692,0.5264781948291537
LEGACY,rms_total,animal_vs_vehicle,0.6354830917601919,0.6354830917601919,0.5264781963437424
LEGACY,variance,animal_vs_vehicle,0.6354830864031316,0.6354830864031316,0.5264784341341608
LEGACY,energy_car_tail,animal_vs_vehicle,0.6338382088944196,0.6338382088944196,0.518934253316688
CEP,lfcc_3,animal_vs_vehicle,0.6336768905151057,0.6336768905151057,0.5156474481879694
PHYS,centroid_foot_band,animal_vs_vehicle,0.6327170340838882,0.6327170340838882,0.5671911568599592
WPE,wpe_8,animal_vs_vehicle,0.3759155053522676,0.6240844946477324,0.5083391635432789
LEGACY,energy_car_peak,animal_vs_vehicle,0.6199781056484636,0.6199781056484636,0.5140452759493617
LEGACY,energy_high_freq,animal_vs_vehicle,0.6147881801157421,0.6147881801157421,0.5095054144984308
ENG,line_stability,animal_vs_vehicle,0.6095886247473968,0.6095886247473968,0.5397570890021732
WPE,wpe_3,animal_vs_vehicle,0.6086221381707654,0.6086221381707654,0.5039918574260026
CEP,lfcc_7,animal_vs_vehicle,0.6083989595843671,0.6083989595843671,0.5045704242329798
CAD,cad_harm4,animal_vs_vehicle,0.3960087502995509,0.6039912497004492,0.5017179730844872
LEGACY,spectral_flatness,animal_vs_vehicle,0.400499379722557,0.599500620277443,0.5099075497846213
LEGACY,ratio_car_human,animal_vs_vehicle,0.4023621157033543,0.5976378842966457,0.5829714650632463
LEGACY,ratio_human_car,animal_vs_vehicle,0.5976378841659324,0.5976378841659324,0.5829714647388267
LEGACY,energy_car_approach,animal_vs_vehicle,0.5963231187459207,0.5963231187459207,0.505558653638744
LEGACY,centroid_car_band,animal_vs_vehicle,0.5932872053834645,0.5932872053834645,0.5505127634918483
WPE,wpe_9,animal_vs_vehicle,0.4079008774468411,0.5920991225531589,0.5060781829794485
PHYS,frac_foot_20_90,animal_vs_vehicle,0.5916831936903022,0.5916831936903022,0.5153916520567504
WPE,wpe_12,animal_vs_vehicle,0.4097509958054152,0.5902490041945848,0.519180822572794
WPE,wpe_13,animal_vs_vehicle,0.4098831151295236,0.5901168848704764,0.5079902440612172
CEP,mfcc_6,animal_vs_vehicle,0.5885555010191268,0.5885555010191268,0.5097954023746898
CEP,lfcc_8,animal_vs_vehicle,0.5843087573014184,0.5843087573014184,0.5544048664464141
LEGACY,event_count,animal_vs_vehicle,0.5799886699371095,0.5799886699371095,0.5171784899114875
LEGACY,spectral_entropy,animal_vs_vehicle,0.5766061930668005,0.5766061930668005,0.513121089250669
CEP,lfcc_1,animal_vs_vehicle,0.4234806621296134,0.5765193378703866,0.5070279742440825
LEGACY,dominant_freq,animal_vs_vehicle,0.5748488221307811,0.5748488221307811,0.5291894603083096
WPE,wpe_1,animal_vs_vehicle,0.5716300370767835,0.5716300370767835,0.5102477068950322
PHYS,frac_wind_1_5,animal_vs_vehicle,0.5709452558884093,0.5709452558884093,0.5010663075477051
CAD,mod_peak_count,animal_vs_vehicle,0.5641162246819531,0.5641162246819531,0.5027548468937497
CAD,cad_harm2,animal_vs_vehicle,0.5631602143608432,0.5631602143608432,0.5127894165505875
ENG,comb_f0,animal_vs_vehicle,0.4380279775169033,0.5619720224830966,0.51131206071877
WPE,wpe_11,animal_vs_vehicle,0.4386611805248743,0.5613388194751256,0.5144165074989148
CEP,mfcc_1,animal_vs_vehicle,0.4387694141371495,0.5612305858628506,0.5823866061307233
WPE,wpe_15,animal_vs_vehicle,0.4402742466914324,0.5597257533085676,0.5113081352838003
CEP,mfcc_8,animal_vs_vehicle,0.4419925849177945,0.5580074150822055,0.5122947156766181
AR,ar_4,animal_vs_vehicle,0.4430597653982263,0.5569402346017738,0.5043160344548991
AR,ar_7,animal_vs_vehicle,0.4478107653254626,0.5521892346745374,0.5074859657634999
WPE,wpe_7,animal_vs_vehicle,0.5505282952064876,0.5505282952064876,0.5053156491917897
WPE,wpe_4,animal_vs_vehicle,0.4509205479451458,0.5490794520548542,0.5112346487231811
LEGACY,energy_low_freq,animal_vs_vehicle,0.5486585555260725,0.5486585555260725,0.5177889464939283
CEP,lfcc_6,animal_vs_vehicle,0.4520865885132774,0.5479134114867226,0.5158092128877578
AR,ar_3,animal_vs_vehicle,0.4574504577487188,0.5425495422512812,0.5130533019034659
WPE,wpe_10,animal_vs_vehicle,0.4575922119016932,0.5424077880983068,0.5028556837988039
AR,ar_5,animal_vs_vehicle,0.5415742800712126,0.5415742800712126,0.5018549052667725
WPE,wpe_2,animal_vs_vehicle,0.5413318793064534,0.5413318793064534,0.5132735200236274
